origin_zone,destination_zone,departure_time_in_min,DT1_TT_in_min,DT2_TT_in_min,DT3_TT_in_min,DT1_Distance,DT2_Distance,DT3_Distance,DT1_Toll_Cost,DT2_Toll_Cost,DT3_Toll_Cost,DT3_Toll_Cost,
1,12,840,3.69,10.62,8.77,4.00,6.00,4.00,0.00,0.00,0.00,
1,12,855,3.69,10.62,8.77,4.00,6.00,4.00,0.00,0.00,0.00,
1,12,870,3.69,10.62,8.77,4.00,6.00,4.00,0.00,0.00,0.00,
1,12,885,3.69,10.62,8.77,4.00,6.00,4.00,0.00,0.00,0.00,
12,1,840,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,
12,1,855,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,
12,1,870,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,
12,1,885,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,
